mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
27	27	104	104	2.0	0	0	4/4	2	1		viio	E	V		viio		vii	o						o	0	0	5, 2, -1		5	5
27	27	106	106	6.0	1/2	1/2	4/4	2	1		I	E	V		I		I							M	0	0	0, 4, 1		0	0
29	29	112	112	4.0	0	0	4/4	2	1		V65	E	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
30	30	116	116	1.0	0	0	4/4	2	1		I(11)	E	V		I(11)		I			11				M	0	0	0, 4, 1	-1	0	0
30	30	117	117	1.0	1/4	1/4	4/4	2	1		I|IAC}	E	V		I		I					IAC	}	M	0	0	0, 4, 1		0	0
30	30	118	118	2.0	1/2	1/2	4/4	2	1		V{	E	V		V		V						{	M	0	0	1, 5, 2		1	1
31	31	120	120	2.0	0	0	4/4	2	1		I	E	V		I		I							M	0	0	0, 4, 1		0	0
31	31	122	122	1.0	1/2	1/2	4/4	2	1		#viio/ii	E	V		#viio/ii		#vii	o			ii			o	0	0	7, 4, 1		7	7
31	31	123	123	1.0	3/4	3/4	4/4	2	1		ii	E	V		ii		ii							m	0	0	2, -1, 3		2	2
32	32	124	124	4.0	0	0	4/4	2	1		#viio/ii	E	V		#viio/ii		#vii	o			ii			o	0	0	7, 4, 1		7	7
33	33	128	128	2.0	0	0	4/4	2	1		V/ii	E	V		V/ii		V				ii			M	0	0	3, 7, 4		3	3
33	33	130	130	2.0	1/2	1/2	4/4	2	1		V7(9)/ii	E	V		V7(9)/ii		V		7	9	ii			Mm7	0	0	3, 7, 4, 1	-2	3	3
34	34	132	132	1.0	0	0	4/4	2	1		ii(9#764)	E	V		ii(9#764)		ii			9#764				m	0	0	2, 1, 5	4, 7	2	2
34	34	133	133	3.0	1/4	1/4	4/4	2	1		ii	E	V		ii		ii							m	0	0	2, -1, 3		2	2
35	35	136	136	2.0	0	0	4/4	2	1		viio	E	V		viio		vii	o						o	0	0	5, 2, -1		5	5
35	35	138	138	2.0	1/2	1/2	4/4	2	1		I	E	V		I		I							M	0	0	0, 4, 1		0	0
36	36	140	140	1.0	0	0	4/4	2	1		viio	E	V		viio		vii	o						o	0	0	5, 2, -1		5	5
36	36	141	141	1.0	1/4	1/4	4/4	2	1		I6	E	V		I6		I		6					M	0	0	4, 1, 0		0	4
36	36	142	142	1.0	1/2	1/2	4/4	2	1		IV	E	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
36	36	143	143	1.0	3/4	3/4	4/4	2	1		V65/V	E	V		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
37	37	144	144	2.0	0	0	4/4	2	1		V	E	V		V		V							M	0	0	1, 5, 2		1	1
37	37	146	146	2.0	1/2	1/2	4/4	2	1		V7(b9)	E	V		V7(b9)		V		7	b9				Mm7	0	0	1, 5, 2, -1	-4	1	1
38	38	148	148	1.0	0	0	4/4	2	1		I(97b64)	E	V		I(97b64)		I			97b64				M	0	0	0, -1, -4	2, 5	0	0
38	38	149	149	1.0	1/4	1/4	4/4	2	1		I|IAC}	E	V		I		I					IAC	}	M	0	0	0, 4, 1		0	0
38	38	150	150	2.0	1/2	1/2	4/4	2	1		I6{	E	V		I6		I		6				{	M	0	0	4, 1, 0		0	4
39	39	152	152	2.0	0	0	4/4	2	1		V2	E	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
39	39	154	154	2.0	1/2	1/2	4/4	2	1		I6	E	V		I6		I		6					M	0	0	4, 1, 0		0	4
40	40	156	156	2.0	0	0	4/4	2	1		V2	E	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
40	40	158	158	1.0	1/2	1/2	4/4	2	1		I6	E	V		I6		I		6					M	0	0	4, 1, 0		0	4
40	40	159	159	1.0	3/4	3/4	4/4	2	1		#viio65/ii	E	V		#viio65/ii		#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
41	41	160	160	2.0	0	0	4/4	2	1		ii6	E	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
41	41	162	162	2.0	1/2	1/2	4/4	2	1		V7	E	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
42	42	164	164	2.0	0	0	4/4	2	1		I(4)	E	V		I(4)		I			4				M	0	0	0, -1, 1		0	0
42	42	166	166	1.0	1/2	1/2	4/4	2	1		I	E	V		I		I							M	0	0	0, 4, 1		0	0
42	42	167	167	1.0	3/4	3/4	4/4	2	1		I6	E	V		I6		I		6					M	0	0	4, 1, 0		0	4
43	43	168	168	2.0	0	0	4/4	2	1		V2	E	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
43	43	170	170	2.0	1/2	1/2	4/4	2	1		I6	E	V		I6		I		6					M	0	0	4, 1, 0		0	4
44	44	172	172	2.0	0	0	4/4	2	1		V2	E	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
44	44	174	174	1.0	1/2	1/2	4/4	2	1		I6	E	V		I6		I		6					M	0	0	4, 1, 0		0	4
44	44	175	175	1.0	3/4	3/4	4/4	2	1		#viio65/ii	E	V		#viio65/ii		#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
45	45	176	176	2.0	0	0	4/4	2	1		ii6	E	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
45	45	178	178	2.0	1/2	1/2	4/4	2	1		V7	E	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
46	46	180	180	2.0	0	0	4/4	2	1		I|PAC}	E	V		I		I					PAC	}	M	0	0	0, 4, 1		0	0
46	46	181	181	0.0	1/4	1/4	4/4	2	1		{	E	V										{		0	0				
46	46	182	182	1.0	1/2	1/2	4/4	2	1		V7(b94)	E	V		V7(b94)		V		7	b94				Mm7	0	0	1, 0, 2, -1	-4	1	1
46	46	183	183	1.0	3/4	3/4	4/4	2	1		V7(b9)	E	V		V7(b9)		V		7	b9				Mm7	0	0	1, 5, 2, -1	-4	1	1
47	47	184	184	1.0	0	0	4/4	2	1		I(b64)	E	V		I(b64)		I			b64				M	0	0	0, -1, -4		0	0
47	47	185	185	1.0	1/4	1/4	4/4	2	1		I	E	V		I		I							M	0	0	0, 4, 1		0	0
47	47	186	186	1.0	1/2	1/2	4/4	2	1		V7(94)	E	V		V7(94)		V		7	94				Mm7	0	0	1, 0, 2, -1	3	1	1
47	47	187	187	1.0	3/4	3/4	4/4	2	1		V7(9)	E	V		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
48	48	188	188	1.0	0	0	4/4	2	1		I(64)	E	V		I(64)		I			64				M	0	0	0, -1, 3		0	0
48	48	189	189	1.0	1/4	1/4	4/4	2	1		I	E	V		I		I							M	0	0	0, 4, 1		0	0
48	48	190	190	1.0	1/2	1/2	4/4	2	1		V7(b94)	E	V		V7(b94)		V		7	b94				Mm7	0	0	1, 0, 2, -1	-4	1	1
48	48	191	191	1.0	3/4	3/4	4/4	2	1		V7(b9)	E	V		V7(b9)		V		7	b9				Mm7	0	0	1, 5, 2, -1	-4	1	1
49	49	192	192	1.0	0	0	4/4	2	1		I(b64)	E	V		I(b64)		I			b64				M	0	0	0, -1, -4		0	0
49	49	193	193	1.0	1/4	1/4	4/4	2	1		I	E	V		I		I							M	0	0	0, 4, 1		0	0
49	49	194	194	1.0	1/2	1/2	4/4	2	1		V7(94)	E	V		V7(94)		V		7	94				Mm7	0	0	1, 0, 2, -1	3	1	1
49	49	195	195	1.0	3/4	3/4	4/4	2	1		V7(9)	E	V		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
50	50	196	196	1.0	0	0	4/4	2	1		I(64)	E	V		I(64)		I			64				M	0	0	0, -1, 3		0	0
50	50	197	197	1.0	1/4	1/4	4/4	2	1		I|IAC}{	E	V		I		I					IAC	}{	M	0	0	0, 4, 1		0	0
50	50	198	198	1.0	1/2	1/2	4/4	2	1		V43	E	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
50	50	199	199	1.0	3/4	3/4	4/4	2	1		I6	E	V		I6		I		6					M	0	0	4, 1, 0		0	4
51	51	200	200	1.5	0	0	4/4	2	1		ii6(9)	E	V		ii6(9)		ii		6	9				m	0	0	-1, 3, 2	4	2	-1
51	51	403/2	403/2	0.5	3/8	3/8	4/4	2	1		ii6	E	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
51	51	202	202	1.0	1/2	1/2	4/4	2	1		V(64)	E	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
51	51	203	203	2.0	3/4	3/4	4/4	2	1		V	E	V		V		V							M	0	0	1, 5, 2		1	1
52	52	205	205	1.0	1/4	1/4	4/4	2	1		I6	E	V		I6		I		6					M	0	0	4, 1, 0		0	4
52	52	206	206	1.0	1/2	1/2	4/4	2	1		V64	E	V		V64		V		64					M	0	0	2, 1, 5		1	2
52	52	207	207	1.0	3/4	3/4	4/4	2	1		I	E	V		I		I							M	0	0	0, 4, 1		0	0
53	53	208	208	1.5	0	0	4/4	2	1		ii6(112)	E	V		ii6(112)		ii		6	112				m	0	0	-1, 3, 4	1	2	-1
53	53	419/2	419/2	0.5	3/8	3/8	4/4	2	1		ii6	E	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
53	53	210	210	1.0	1/2	1/2	4/4	2	1		V(64)	E	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
53	53	211	211	2.0	3/4	3/4	4/4	2	1		V	E	V		V		V							M	0	0	1, 5, 2		1	1
54	54	213	213	1.0	1/4	1/4	4/4	2	1		I6	E	V		I6		I		6					M	0	0	4, 1, 0		0	4
54	54	214	214	1.0	1/2	1/2	4/4	2	1		V43	E	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
54	54	215	215	1.0	3/4	3/4	4/4	2	1		I	E	V		I		I							M	0	0	0, 4, 1		0	0
55	55	216	216	4.0	0	0	4/4	2	1		ii6	E	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
56	56	220	220	4.0	0	0	4/4	2	1		V7	E	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
57	57	224	224	2.0	0	0	4/4	2	1		I|PAC}{	E	V		I		I					PAC	}{	M	0	0	0, 4, 1		0	0
57	57	226	226	2.0	1/2	1/2	4/4	2	1		IV	E	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
58	58	228	228	2.0	0	0	4/4	2	1		I6	E	V		I6		I		6					M	0	0	4, 1, 0		0	4
58	58	230	230	2.0	1/2	1/2	4/4	2	1		IV6	E	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
59	59	232	232	2.0	0	0	4/4	2	1		I64	E	V		I64		I		64					M	0	0	1, 0, 4		0	1
59	59	234	234	2.0	1/2	1/2	4/4	2	1		viio64(+2)	E	V		viio64(+2)		vii	o	64	+2				o	0	0	-1, 5, 2	0	5	-1
60	60	236	236	2.0	0	0	4/4	2	1		I6	E	V		I6		I		6					M	0	0	4, 1, 0		0	4
60	60	238	238	2.0	1/2	1/2	4/4	2	1		I.V7	E	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
61	60		240		0	0	4/4	2	1	1	I|IAC}{	E	I		I		I					IAC	}{	M	0	0	0, 4, 1		0	0
62	60	240	244	4.0	0	0	4/4	2	1	2	I|IAC}{	E	I		I		I					IAC	}{	M	0	0	0, 4, 1		0	0
63	61	244	248	2.0	0	0	4/4	2	1		iv.i	E	iv		i		i							m	0	1	0, -3, 1		0	0
63	61	246	250	2.0	1/2	1/2	4/4	2	1		VI6	E	iv		VI6		VI		6					M	0	1	0, -3, -4		-4	0
64	62	248	252	4.0	0	0	4/4	2	1		ii%65	E	iv		ii%65		ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
65	63	252	256	4.0	0	0	4/4	2	1		#viio43	E	iv		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
66	64	256	260	8.0	0	0	4/4	2	1		i6|IAC}{	E	iv		i6		i		6			IAC	}{	m	0	1	-3, 1, 0		0	-3
68	66	264	268	8.0	0	0	4/4	2	1		iv7	E	iv		iv7		iv		7					mm7	0	1	-1, -4, 0, -3		-1	-1
70	68	272	276	8.0	0	0	4/4	2	1		i64	E	iv		i64		i		64					m	0	1	1, 0, -3		0	1
72	70	280	284	4.0	0	0	4/4	2	1		iv65	E	iv		iv65		iv		65					mm7	0	1	-4, 0, -3, -1		-1	-4
73	71	284	288	4.0	0	0	4/4	2	1		bVI.V65/V	E	bVI		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
74	72	288	292	4.0	0	0	4/4	2	1		V(64)	E	bVI		V(64)		V			64				M	0	0	1, 0, 4		1	1
75	73	292	296	4.0	0	0	4/4	2	1		V7	E	bVI		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
76	74	296	300	8.0	0	0	4/4	2	1		I|PAC}{	E	bVI		I		I					PAC	}{	M	0	0	0, 4, 1		0	0
78	76	304	308	8.0	0	0	4/4	2	1		I.V(b64)	E	I		V(b64)		V			b64				M	0	0	1, 0, -3		1	1
80	78	312	316	8.0	0	0	4/4	2	1		viio7/V	E	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
82	80	320	324	2.0	0	0	4/4	2	1		V[V|HC}{	E	I	V	V		V					HC	}{	M	0	0	1, 5, 2		1	1
82	80	322	326	2.0	1/2	1/2	4/4	2	1		i	E	I	V	i		i							m	0	0	0, -3, 1		0	0
83	81	324	328	2.0	0	0	4/4	2	1		V	E	I	V	V		V							M	0	0	1, 5, 2		1	1
83	81	326	330	2.0	1/2	1/2	4/4	2	1		i6	E	I	V	i6		i		6					m	0	0	-3, 1, 0		0	-3
84	82	328	332	2.0	0	0	4/4	2	1		V	E	I	V	V		V							M	0	0	1, 5, 2		1	1
84	82	330	334	2.0	1/2	1/2	4/4	2	1		i	E	I	V	i		i							m	0	0	0, -3, 1		0	0
85	83	332	336	2.0	0	0	4/4	2	1		V	E	I	V	V		V							M	0	0	1, 5, 2		1	1
85	83	334	338	2.0	1/2	1/2	4/4	2	1		viio6/V	E	I	V	viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
86	84	336	340	2.0	0	0	4/4	2	1		V	E	I	V	V		V							M	0	0	1, 5, 2		1	1
86	84	338	342	2.0	1/2	1/2	4/4	2	1		i	E	I	V	i		i							m	0	0	0, -3, 1		0	0
87	85	340	344	2.0	0	0	4/4	2	1		V	E	I	V	V		V							M	0	0	1, 5, 2		1	1
87	85	342	346	2.0	1/2	1/2	4/4	2	1		i6	E	I	V	i6		i		6					m	0	0	-3, 1, 0		0	-3
88	86	344	348	2.0	0	0	4/4	2	1		V	E	I	V	V		V							M	0	0	1, 5, 2		1	1
88	86	346	350	2.0	1/2	1/2	4/4	2	1		i	E	I	V	i		i							m	0	0	0, -3, 1		0	0
89	87	348	352	2.0	0	0	4/4	2	1		V	E	I	V	V		V							M	0	0	1, 5, 2		1	1
89	87	350	354	2.0	1/2	1/2	4/4	2	1		viio6/V	E	I	V	viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
90	88	352	356	2.0	0	0	4/4	2	1		V	E	I	V	V		V							M	0	0	1, 5, 2		1	1
90	88	354	358	2.0	1/2	1/2	4/4	2	1		IV6	E	I	V	IV6		IV		6					M	0	0	3, 0, -1		-1	3
91	89	356	360	2.0	0	0	4/4	2	1		V(64)	E	I	V	V(64)		V			64				M	0	0	1, 0, 4		1	1
91	89	358	362	2.0	1/2	1/2	4/4	2	1		V7]	E	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
92	90	360	364	4.0	0	0	4/4	2	1		I[I|IAC}{	E	I	I	I		I					IAC	}{	M	0	0	0, 4, 1		0	0
93	91	364	368	2.0	0	0	4/4	2	1		IV	E	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
93	91	366	370	2.0	1/2	1/2	4/4	2	1		ii6	E	I	I	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
94	92	368	372	2.0	0	0	4/4	2	1		V2	E	I	I	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
94	92	370	374	2.0	1/2	1/2	4/4	2	1		V43	E	I	I	V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
95	93	372	376	4.5	0	0	4/4	2	1		I]|IAC}	E	I	I	I		I					IAC	}	M	0	0	0, 4, 1		0	0
96	94	376	380	0.0	0	0	4/4	2	1		{	E	I										{		0	0				
96	94	753/2	761/2	0.5	1/8	1/8	4/4	2	1		viio6	E	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
96	94	377	381	0.5	1/4	1/4	4/4	2	1		I6	E	I		I6		I		6					M	0	0	4, 1, 0		0	4
96	94	755/2	763/2	0.5	3/8	3/8	4/4	2	1		IV	E	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
96	94	378	382	0.5	1/2	1/2	4/4	2	1		I	E	I		I		I							M	0	0	0, 4, 1		0	0
96	94	757/2	765/2	0.5	5/8	5/8	4/4	2	1		viio6	E	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
96	94	379	383	0.5	3/4	3/4	4/4	2	1		I6	E	I		I6		I		6					M	0	0	4, 1, 0		0	4
96	94	759/2	767/2	0.5	7/8	7/8	4/4	2	1		IV	E	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
97	95	380	384	0.5	0	0	4/4	2	1		I	E	I		I		I							M	0	0	0, 4, 1		0	0
97	95	761/2	769/2	0.5	1/8	1/8	4/4	2	1		viio6	E	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
97	95	381	385	0.5	1/4	1/4	4/4	2	1		I6	E	I		I6		I		6					M	0	0	4, 1, 0		0	4
97	95	763/2	771/2	0.5	3/8	3/8	4/4	2	1		IV	E	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
97	95	382	386	0.5	1/2	1/2	4/4	2	1		I	E	I		I		I							M	0	0	0, 4, 1		0	0
97	95	765/2	773/2	0.5	5/8	5/8	4/4	2	1		viio6	E	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
97	95	383	387	0.5	3/4	3/4	4/4	2	1		I6	E	I		I6		I		6					M	0	0	4, 1, 0		0	4
97	95	767/2	775/2	0.5	7/8	7/8	4/4	2	1		viio/V	E	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
98	96	384	388	1.0	0	0	4/4	2	1		V	E	I		V		V							M	0	0	1, 5, 2		1	1
98	96	385	389	1.0	1/4	1/4	4/4	2	1		V(64)	E	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
98	96	386	390	2.0	1/2	1/2	4/4	2	1		V7	E	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
99	97	388	392	2.0	0	0	4/4	2	1		V(64)	E	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
99	97	390	394	2.0	1/2	1/2	4/4	2	1		V7	E	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
100	98	392	396	1.0	0	0	4/4	2	1		I	E	I		I		I							M	0	0	0, 4, 1		0	0
100	98	393	397	1.0	1/4	1/4	4/4	2	1		I6	E	I		I6		I		6					M	0	0	4, 1, 0		0	4
100	98	394	398	1.0	1/2	1/2	4/4	2	1		ii6	E	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
100	98	395	399	1.0	3/4	3/4	4/4	2	1		V6/V	E	I		V6/V		V		6		V			M	0	0	6, 3, 2		2	6
101	99	396	400	2.0	0	0	4/4	2	1		V(64)	E	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
