mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
49	47	0	0	2/4	2	1	V43	g	VI		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
49	47	1/4	1/4	2/4	2	1	V7	g	VI		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
50	48	0	0	2/4	2	1	I	g	VI		I		I							M	1	0	0, 4, 1		0	0
51	49	0	0	2/4	2	1	V43/vi	g	VI		V43/vi		V		43		vi			Mm7	1	0	5, 2, 4, 8		4	5
51	49	1/4	1/4	2/4	2	1	V7/vi	g	VI		V7/vi		V		7		vi			Mm7	1	0	4, 8, 5, 2		4	4
52	50	0	0	2/4	2	1	i/vi	g	VI		i/vi		i				vi			m	1	0	3, 0, 4		3	3
52	50	3/8	3/8	2/4	2	1	i.#viio6	g	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
52	50	7/16	7/16	2/4	2	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
53	51	0	0	2/4	2	1	V65	g	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
53	51	1/8	1/8	2/4	2	1	V43	g	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
54	52	0	0	2/4	2	1	i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
54	52	1/4	1/4	2/4	2	1	V6	g	i		V6		V		6					M	1	1	5, 2, 1		1	5
55	53	0	0	2/4	2	1	i(4)	g	i		i(4)		i			4				m	1	1	0, -1, 1		0	0
55	53	1/8	1/8	2/4	2	1	i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
55	53	1/4	1/4	2/4	2	1	Fr6	g	i		Fr6	Fr	V		7	b5	V			Fr	1	1	2, 6, -4, 0		2	2
56	54	0	0	2/4	2	1	V}{	g	i		V		V						}{	M	1	1	1, 5, 2		1	1
57	55	0	0	2/4	2	1	V(64)	g	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
58	56	0	0	2/4	2	1	V	g	i		V		V							M	1	1	1, 5, 2		1	1
59	57	0	0	2/4	2	1	V(64)	g	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
60	58	0	0	2/4	2	1	V	g	i		V		V							M	1	1	1, 5, 2		1	1
60	58	1/4	1/4	2/4	2	1	#viio64/ii	g	i		#viio64/ii		#vii	o	64		ii			o	1	1	1, 7, 4		7	1
61	59	0	0	2/4	2	1	V7(#4)	g	i		V7(#4)		V		7	#4				Mm7	1	1	1, 5, 7, -1		1	1
61	59	1/4	1/4	2/4	2	1	V7	g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
61	59	3/8	3/8	2/4	2	1	V(64)	g	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
62	60	0	0	2/4	2	1	V	g	i		V		V							M	1	1	1, 5, 2		1	1
62	60	1/4	1/4	2/4	2	1	#viio64/ii	g	i		#viio64/ii		#vii	o	64		ii			o	1	1	1, 7, 4		7	1
63	61	0	0	2/4	2	1	V7(#4)	g	i		V7(#4)		V		7	#4				Mm7	1	1	1, 5, 7, -1		1	1
63	61	1/4	1/4	2/4	2	1	V7	g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
63	61	3/8	3/8	2/4	2	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
64	62	0	0	2/4	2	1	V	g	i		V		V							M	1	1	1, 5, 2		1	1
64	62	1/4	1/4	2/4	2	1	#viio64/ii	g	i		#viio64/ii		#vii	o	64		ii			o	1	1	1, 7, 4		7	1
65	63	0	0	2/4	2	1	V7}	g	i		V7		V		7				}	Mm7	1	1	1, 5, 2, -1		1	1
66	64	0	0	2/4	2	1	i{	g	i		i		i						{	m	1	1	0, -3, 1		0	0
66	64	1/8	1/8	2/4	2	1	i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
66	64	1/4	1/4	2/4	2	1	#viio6	g	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
66	64	3/8	3/8	2/4	2	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
67	65	0	0	2/4	2	1	V65	g	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
67	65	1/8	1/8	2/4	2	1	V7	g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
67	65	3/8	3/8	2/4	2	1	V65	g	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
68	66	0	0	2/4	2	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
68	66	1/8	1/8	2/4	2	1	i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
68	66	1/4	1/4	2/4	2	1	#viio6	g	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
68	66	3/8	3/8	2/4	2	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
69	67	0	0	2/4	2	1	iv	g	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
70	68	0	0	2/4	2	1	i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
71	69	0	0	2/4	2	1	V65	g	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
72	70	0	0	2/4	2	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
72	70	1/4	1/4	2/4	2	1	iio6	g	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
73	71	0	0	2/4	2	1	V(64)	g	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
73	71	1/4	1/4	2/4	2	1	V}	g	i		V		V						}	M	1	1	1, 5, 2		1	1
73	71	3/8	3/8	2/4	2	1	{	g	i										{		1	1				
74	72	0	0	2/4	2	1	i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
74	72	1/8	1/8	2/4	2	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
74	72	1/4	1/4	2/4	2	1	V65	g	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
74	72	3/8	3/8	2/4	2	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
75	73	0	0	2/4	2	1	V7	g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
76	74	0	0	2/4	2	1	i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
76	74	1/8	1/8	2/4	2	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
76	74	1/4	1/4	2/4	2	1	V65	g	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
76	74	3/8	3/8	2/4	2	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
77	75	0	0	2/4	2	1	V7/III	g	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
78	76	0	0	2/4	2	1	I/III	g	i		I/III		I				III			M	1	1	-3, 1, -2		-3	-3
78	76	1/4	1/4	2/4	2	1	V65/III	g	i		V65/III		V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
78	76	3/8	3/8	2/4	2	1	I/III	g	i		I/III		I				III			M	1	1	-3, 1, -2		-3	-3
79	77	0	0	2/4	2	1	V6	g	i		V6		V		6					M	1	1	5, 2, 1		1	5
79	77	1/8	1/8	2/4	2	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
79	77	1/4	1/4	2/4	2	1	V7	g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
79	77	3/8	3/8	2/4	2	1	VI	g	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
80	78	0	0	2/4	2	1	iio6	g	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
80	78	3/8	3/8	2/4	2	1	V65/V	g	i		V65/V		V		65		V			Mm7	1	1	6, 3, 0, 2		2	6
81	79	0	0	2/4	2	1	V}	g	i		V		V						}	M	1	1	1, 5, 2		1	1
82	80	0	0	2/4	2	1	V65{	g	i		V65		V		65				{	Mm7	1	1	5, 2, -1, 1		1	5
82	80	1/8	1/8	2/4	2	1	V43	g	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
83	81	0	0	2/4	2	1	i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
84	82	0	0	2/4	2	1	V65	g	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
84	82	1/8	1/8	2/4	2	1	V43	g	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
85	83	0	0	2/4	2	1	i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
86	84	0	0	2/4	2	1	V65	g	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
86	84	1/8	1/8	2/4	2	1	V43	g	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
87	85	0	0	2/4	2	1	i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
87	85	1/4	1/4	2/4	2	1	V2/iv	g	i		V2/iv		V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2
88	86	0	0	2/4	2	1	iv6	g	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
88	86	1/4	1/4	2/4	2	1	iv	g	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
89	87	0	0	2/4	2	1	i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
89	87	1/4	1/4	2/4	2	1	iio6	g	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
90	88	0	0	2/4	2	1	V(64)	g	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
90	88	1/4	1/4	2/4	2	1	V7	g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
91	89	0	0	2/4	2	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
91	89	1/4	1/4	2/4	2	1	V2/iv	g	i		V2/iv		V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2
92	90	0	0	2/4	2	1	iv6	g	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
92	90	1/4	1/4	2/4	2	1	iv	g	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
93	91	0	0	2/4	2	1	viio7/V	g	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
95	93	0	0	2/4	2	1	V(64)	g	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
96	94	0	0	2/4	2	1	V7	g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
97	95	0	0	2/4	2	1	V(64)	g	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
98	96	0	0	2/4	2	1	V7	g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
99	97	0	0	2/4	2	1	i}{	g	i		i		i						}{	m	1	1	0, -3, 1		0	0
100	98	0	0	2/4	2	1	V2	g	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
100	98	1/8	1/8	2/4	2	1	V65	g	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
101	99	0	0	2/4	2	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
102	100	0	0	2/4	2	1	V2	g	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
102	100	1/8	1/8	2/4	2	1	V65	g	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
103	101	0	0	2/4	2	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
104	102	0	0	2/4	2	1	V2	g	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
104	102	1/8	1/8	2/4	2	1	V65	g	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
105	103	0	0	2/4	2	1	i[i	g	i	i	i		i							m	1	1	0, -3, 1		0	0
105	103	1/4	1/4	2/4	2	1	V7/iv	g	i	i	V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
106	104	0	0	2/4	2	1	iv	g	i	i	iv		iv							m	1	1	-1, -4, 0		-1	-1
106	104	1/4	1/4	2/4	2	1	#viio7	g	i	i	#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
107	105	0	0	2/4	2	1	I	g	i	i	I		I							M	1	1	0, 4, 1		0	0
107	105	1/4	1/4	2/4	2	1	V7/iv	g	i	i	V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
108	106	0	0	2/4	2	1	iv6	g	i	i	iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
108	106	1/4	1/4	2/4	2	1	#viio7	g	i	i	#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
109	107	0	0	2/4	2	1	I	g	i	i	I		I							M	1	1	0, 4, 1		0	0
109	107	1/4	1/4	2/4	2	1	#viio7	g	i	i	#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
110	108	0	0	2/4	2	1	I	g	i	i	I		I							M	1	1	0, 4, 1		0	0
110	108	1/4	1/4	2/4	2	1	#viio7	g	i	i	#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
111	109	0	0	2/4	2	1	I]}	g	i	i	I		I						}	M	1	1	0, 4, 1		0	0
