mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	Ab.I{					Ab	I		I		I						{	M	0	0	-4, 0, -3		-4.0	-4.0	0	4	0.0	0.0	1.5	0.0
1	1	3/8	3/8	3/4	2	1	I6					Ab	I		I6		I		6					M	0	0	0, -3, -4		-4.0	0.0	0	12	0.0	0.0	1.5	0.0
2	2	0	0	3/4	2	1	V43					Ab	I		V43		V		43					Mm7	0	0	-2, -5, -3, 1		-3.0	-2.0	0	4	0.0	0.0	1.0	0.0
2	2	1/4	1/4	3/4	2	1	V2					Ab	I		V2		V		2					Mm7	0	0	-5, -3, 1, -2		-3.0	-5.0	0	4	0.0	0.0	2.0	0.0
3	3	0	0	3/4	2	1	I6					Ab	I		I6		I		6					M	0	0	0, -3, -4		-4.0	0.0	0	6	0.0	0.0	1.5	0.0
3	3	3/8	3/8	3/4	2	1	ii43					Ab	I		ii43		ii		43					mm7	0	0	-1, -4, -2, -5		-2.0	-1.0	0	4	0.0	0.0	0.5	0.0
3	3	1/2	1/2	3/4	2	1	I64					Ab	I		I64		I		64					M	0	0	-3, -4, 0		-4.0	-3.0	0	4	0.0	0.0	0.5	0.0
3	3	5/8	5/8	3/4	2	1	IV					Ab	I		IV		IV							M	0	0	-5, -1, -4		-5.0	-5.0	0	4	0.0	0.0	0.5	0.0
4	4	0	0	3/4	2	1	V					Ab	I		V		V							M	0	0	-3, 1, -2		-3.0	-3.0	1	4	0.2	0.0625	0.9375	0.0625
4	4	1/4	1/4	3/4	2	1	V7	0	-7.01042	/		Ab	I		V7		V		7					Mm7	0	0	-3, 1, -2, -5		-3.0	-3.0	2	11	0.15384615384615385	0.15625	0.71875	0.17857142857142858
5	5	0	0	3/4	2	1	I|IAC}{					Ab	I		I		I					IAC	}{	M	0	0	-4, 0, -3		-4.0	-4.0	0	24	0.0	0.0	2.0625	0.0
6	6	0	0	3/4	2	1	V43(4)					Ab	I		V43(4)		V		43	4				Mm7	0	0	-2, -5, -3, -4		-3.0	-2.0	0	8	0.0	0.0	0.6875	0.0
6	6	1/4	1/4	3/4	2	1	V43					Ab	I		V43		V		43					Mm7	0	0	-2, -5, -3, 1		-3.0	-2.0	0	15	0.0	0.0	1.375	0.0
7	7	0	0	3/4	2	1	V2					Ab	I		V2		V		2					Mm7	0	0	-5, -3, 1, -2		-3.0	-5.0	0	33	0.0	0.0	2.625	0.0
8	8	0	0	3/4	2	1	I6					Ab	I		I6		I		6					M	0	0	0, -3, -4		-4.0	0.0	0	23	0.0	0.0	2.0625	0.0
9	9	0	0	3/4	2	1	V2/IV					Ab	I		V2/IV		V		2		IV			Mm7	0	0	-6, -4, 0, -3		-4.0	-6.0	0	33	0.0	0.0	2.625	0.0
10	10	0	0	3/4	2	1	IV6(9)	0	-6.27787	/		Ab	I		IV6(9)		IV		6	9				M	0	0	-1, -4, -5	-3	-5.0	-1.0	0	11	0.0	0.0	1.0	0.0
10	10	3/8	3/8	3/4	2	1	IV6					Ab	I		IV6		IV		6					M	0	0	-1, -4, -5		-5.0	-1.0	0	5	0.0	0.0	0.375	0.0
10	10	1/2	1/2	3/4	2	1	I64	0	-6.55573	/		Ab	I		I64		I		64					M	0	0	-3, -4, 0		-4.0	-3.0	0	4	0.0	0.0	0.3125	0.0
10	10	5/8	5/8	3/4	2	1	ii65	0	-6.76413	/		Ab	I		ii65		ii		65					mm7	0	0	-5, -1, -4, -2		-2.0	-5.0	0	4	0.0	0.0	0.3125	0.0
11	11	0	0	3/4	2	1	V(964)	0	-6.90306	/		Ab	I		V(964)		V			964				M	0	0	-3, -4, 0	-1	-3.0	-3.0	0	4	0.0	0.0	0.3125	0.0
11	11	1/8	1/8	3/4	2	1	V(64)	0	-7.2504	/		Ab	I		V(64)		V			64				M	0	0	-3, -4, 0		-3.0	-3.0	1	13	0.07142857142857142	0.0625	1.0	0.058823529411764705
11	11	1/2	1/2	3/4	2	1	V7					Ab	I		V7		V		7					Mm7	0	0	-3, 1, -2, -5		-3.0	-3.0	0	10	0.0	0.0	0.6875	0.0
12	12	0	0	3/4	2	1	I|PAC}{					Ab	I		I		I					PAC	}{	M	0	0	-4, 0, -3		-4.0	-4.0	0	26	0.0	0.0	1.0	0.0
13	13	0	0	3/4	2	1	V43					Ab	I		V43		V		43					Mm7	0	0	-2, -5, -3, 1		-3.0	-2.0	0	33	0.0	0.0	1.875	0.0
14	14	0	0	3/4	2	1	I6					Ab	I		I6		I		6					M	0	0	0, -3, -4		-4.0	0.0	0	27	0.0	0.0	1.125	0.0
15	15	0	0	3/4	2	1	V65					Ab	I		V65		V		65					Mm7	0	0	1, -2, -5, -3		-3.0	1.0	0	33	0.0	0.0	1.875	0.0
16	16	0	0	3/4	2	1	I					Ab	I		I		I							M	0	0	-4, 0, -3		-4.0	-4.0	0	27	0.0	0.0	1.125	0.0
17	17	0	0	3/4	2	1	V43/V					Ab	I		V43/V		V		43		V			Mm7	0	0	-1, -4, -2, 2		-2.0	-1.0	0	21	0.0	0.0	1.125	0.0
17	17	1/2	1/2	3/4	2	1	V					Ab	I		V		V							M	0	0	-3, 1, -2		-3.0	-3.0	0	11	0.0	0.0	0.625	0.0
