mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	articulation
4	4	9	9	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	21		
4	4	19/2	19/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	22		
4	4	10	10	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	23		
4	4	9	9	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	24		
4	4	9	9	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	25		
4	4	9	9	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	26		
5	5	12	12	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	27		
5	5	25/2	25/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	28		
5	5	13	13	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	29		
5	5	12	12	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	30		
5	5	12	12	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	31		
5	5	13	13	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	32		
6	6	15	15	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	33		
6	6	31/2	31/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	34		
6	6	16	16	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	35		
6	6	15	15	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	36		
6	6	16	16	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	37		
6	6	15	15	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	38		
6	6	15	15	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	39		
6	6	16	16	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	40		
7	7	18	18	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	41		
7	7	19	19	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	42		
7	7	20	20	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	43		articStaccatoBelow
7	7	18	18	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	44		
7	7	19	19	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	45		
7	7	20	20	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	46		articStaccatoAbove
8	8	21	21	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	47		articStaccatoBelow
8	8	21	21	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	48		articStaccatoAbove
9	9	24	24	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	49		
9	9	26	26	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	50		
9	9	25	25	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	51		
9	9	26	26	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	52		
10	10	27	27	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	53		
10	10	28	28	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	54		
10	10	29	29	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	55		
10	10	28	28	2.0	1/4	1/4	Chord	3/4	1	2	1/2	1/2	1	56	<	
10	10	27	27	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	57		
10	10	27	27	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	58		
10	10	28	28	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	59		
10	10	29	29	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	60		
11	11	30	30	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	61		
11	11	31	31	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	62		
11	11	32	32	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	63		
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	64		
11	11	30	30	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	65		
11	11	32	32	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	66		
11	11	30	30	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	67		
11	11	32	32	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	68		
12	12	33	33	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	69		
12	12	33	33	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	70		
12	12	33	33	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	71		
13	13	37	37	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	72		
13	13	38	38	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	73		
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	74		
13	13	38	38	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	75		
13	13	38	38	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	76		
14	14	39	39	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	77		articStaccatoAbove
14	14	39	39	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	78		
14	14	39	39	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	79		articStaccatoAbove
15	15	44	44	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	80		
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	81		
15	15	44	44	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	82		
16	16	45	45	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	83		
16	16	91/2	91/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	84		
16	16	46	46	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	85		articStaccatoAbove
16	16	47	47	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	86		
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	87		
16	16	46	46	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	88		
16	16	45	45	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	89		
16	16	46	46	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	90		
16	16	47	47	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	91		
17	17	48	48	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	92		
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	93		
17	17	49	49	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	94		articStaccatoAbove
17	17	50	50	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	95		
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	96		
17	17	49	49	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	97		
17	17	48	48	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	98		
17	17	49	49	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	99		
17	17	50	50	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	100		
18	18	51	51	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	101		
18	18	103/2	103/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	102		
18	18	52	52	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	103		articStaccatoAbove
18	18	53	53	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	104		
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	105		
18	18	52	52	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	106		
18	18	51	51	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	107		
18	18	52	52	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	108		
18	18	53	53	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	109		
19	19	54	54	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	110		
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	111		
19	19	55	55	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	112		
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	113		
19	19	56	56	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	114		
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	115		
19	19	54	54	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	116		
19	19	56	56	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	117		
20	20	57	57	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	118		
20	20	115/2	115/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	119		
20	20	58	58	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	120		
20	20	117/2	117/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	121		
20	20	59	59	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	122		
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	123		
20	20	57	57	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	124		
20	20	59	59	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	125		articStaccatoBelow
21	21	60	60	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	126		
21	21	121/2	121/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	127		
21	21	61	61	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	128		
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	129		
21	21	62	62	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	130		
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	131		
21	21	60	60	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	132		articStaccatoBelow
21	21	62	62	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	133		
22	22	63	63	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	134		
22	22	127/2	127/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	135		
22	22	64	64	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	136		
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	137		
22	22	65	65	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	138		
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	139		
22	22	63	63	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	140		
22	22	65	65	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	141		articStaccatoBelow
23	23	66	66	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	142		
23	23	133/2	133/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	143		
23	23	67	67	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	144		
23	23	135/2	135/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	145		
23	23	68	68	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	146		
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	147		
23	23	66	66	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	148		articStaccatoBelow
24	24	69	69	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	149		articStaccatoBelow
25	25	72	72	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	150		
25	25	74	74	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	151		
26	26	75	75	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	152	p	
26	26	77	77	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	153		
26	26	75	75	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	154		
26	26	76	76	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	155		
26	26	77	77	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	156		
27	27	78	78	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	157		
27	27	79	79	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	158	<	
27	27	80	80	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	159		
27	27	78	78	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	160		
27	27	80	80	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	161		
28	28	81	81	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	162		
28	28	83	83	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	163		
28	28	81	81	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	164		
28	28	82	82	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	165		
28	28	83	83	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	166		
29	29	84	84	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	167		
29	29	85	85	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	168		
29	29	86	86	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	169		
29	29	84	84	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	170		
29	29	86	86	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	171		
30	30	87	87	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	172		
30	30	89	89	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	173		
30	30	87	87	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	174		
30	30	88	88	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	175		
30	30	89	89	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	176		
31	31	90	90	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	177		
31	31	91	91	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	178		
31	31	92	92	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	179		
31	31	90	90	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	180		
32	32	93	93	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	181		
32	32	94	94	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	182		
32	32	95	95	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	183		
32	32	93	93	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	184		
33	33	96	96	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	185		
33	33	97	97	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	186		
33	33	98	98	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	187		
33	33	96	96	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	188		
34	34	99	99	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	189		
34	34	100	100	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	190		
34	34	101	101	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	191		
34	34	99	99	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	192		
35	35	103	103	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	193		
35	35	104	104	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	194		
35	35	102	102	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	195		
36	36	105	105	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	196		articAccentAbove
36	36	106	106	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	197		
36	36	107	107	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	198		
36	36	105	105	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	199		
37	37	109	109	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	200		
37	37	110	110	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	201		
37	37	108	108	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	202		
38	38	111	111	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	203		articAccentAbove
38	38	112	112	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	204		
38	38	113	113	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	205		
38	38	111	111	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	206		
39	39	114	114	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	207		
39	39	115	115	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	208		
39	39	116	116	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	209		articStaccatoAbove
39	39	114	114	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	210		
40	40	117	117	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	211		
40	40	118	118	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	212		
40	40	119	119	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	213		
40	40	117	117	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	214		
41	41	120	120	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	215		
41	41	121	121	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	216		
41	41	122	122	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	217		
41	41	120	120	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	218		
42	42	123	123	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	219	pp	
42	42	124	124	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	220		
42	42	125	125	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	221		
42	42	123	123	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	222		
43	43	126	126	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	223		
43	43	128	128	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	224		
43	43	127	127	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	225		
43	43	128	128	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	226		
44	44	129	129	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	227		
44	44	130	130	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	228		
44	44	131	131	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	229		
44	44	130	130	2.0	1/4	1/4	Chord	3/4	1	2	1/2	1/2	1	230		
44	44	129	129	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	231		
44	44	129	129	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	232		
44	44	130	130	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	233		
44	44	131	131	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	234		
45	45	132	132	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	235		
45	45	133	133	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	236		
45	45	134	134	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	237		
45	45	269/2	269/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	238		
45	45	132	132	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	239		
45	45	132	132	2.0	0	0	Chord	3/4	1	3	1/2	1/2	1	240		
45	45	134	134	1.0	1/2	1/2	Chord	3/4	1	3	1/4	1/4	1	241		
45	45	132	132	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	242		
45	45	132	132	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	243		
45	45	134	134	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	244		
46	46	135	135	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	245		
46	46	271/2	271/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	246		
46	46	136	136	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	247		
46	46	135	135	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	248		
46	46	135	135	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	249		
46	46	135	135	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	250		
47	47	138	138	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	251		
47	47	277/2	277/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	252		
47	47	139	139	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	253		
47	47	138	138	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	254		
47	47	138	138	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	255		
47	47	139	139	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	256		
48	48	141	141	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	257		
48	48	283/2	283/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	258		
48	48	142	142	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	259		
48	48	141	141	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	260		
48	48	142	142	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	261		
48	48	141	141	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	262		
48	48	141	141	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	263		
48	48	142	142	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	264		
49	49	144	144	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	265		
49	49	145	145	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	266		
49	49	146	146	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	267		articStaccatoBelow
49	49	144	144	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	268		
49	49	145	145	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	269		
49	49	146	146	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	270		articStaccatoAbove
50	50	147	147	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	271		articStaccatoBelow
50	50	147	147	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	272		articStaccatoAbove
51	51	150	150	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	273		
51	51	152	152	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	274		
51	51	151	151	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	275		
51	51	152	152	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	276		
52	52	153	153	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	277		
52	52	154	154	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	278		
52	52	155	155	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	279		
52	52	154	154	2.0	1/4	1/4	Chord	3/4	1	2	1/2	1/2	1	280	<	
52	52	153	153	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	281		
52	52	153	153	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	282		
52	52	154	154	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	283		
52	52	155	155	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	284		
53	53	156	156	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	285		
53	53	157	157	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	286		
53	53	158	158	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	287		
53	53	317/2	317/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	288		
53	53	156	156	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	289		
53	53	158	158	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	290		
53	53	156	156	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	291		
53	53	156	156	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	292		
54	54	159	159	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	293		
54	54	159	159	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	294		
54	54	159	159	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	295		
55	55	164	164	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	296		
55	55	329/2	329/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	297		
55	55	164	164	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	298	pp	
55	55	164	164	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	299		
56	56	165	165	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	300		
56	56	167	167	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	301		
56	56	335/2	335/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	302		
56	56	165	165	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	303		
56	56	167	167	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	304		
56	56	165	165	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	305		
56	56	167	167	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	306		
57	57	168	168	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	307		
57	57	170	170	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	308		
