mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	articulation
3	3	9/2	9/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	30		
3	3	19/4	19/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	31		
3	3	5	5	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	32		
3	3	21/4	21/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	33		
3	3	11/2	11/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	34		
3	3	23/4	23/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	35		
4	4	6	6	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	36	p	
4	4	7	7	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	37		
4	4	6	6	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	38		
4	4	25/4	25/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	39		
4	4	13/2	13/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	40		
4	4	27/4	27/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	41		
4	4	7	7	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	42		
4	4	29/4	29/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	43		
4	4	15/2	15/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	44		
4	4	31/4	31/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	45		
5	5	8	8	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	46		
5	5	9	9	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	47		
5	5	8	8	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	48		
5	5	9	9	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	49		
5	5	8	8	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	50		
5	5	33/4	33/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	51		
5	5	17/2	17/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	52		
5	5	35/4	35/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	53		
5	5	9	9	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	54		
5	5	37/4	37/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	55		
5	5	19/2	19/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	56		
5	5	39/4	39/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	57		
6	6	10	10	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	58		
6	6	21/2	21/2	0.375	1/8	1/8	Chord	2/4	1	1	3/32	1/16	3/2	59		
6	6	87/8	87/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	60		
6	6	11	11	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	61		
6	6	23/2	23/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	62		
6	6	10	10	1.5	0	0	Chord	2/4	1	2	3/8	1/4	3/2	63		
6	6	23/2	23/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	64		
6	6	10	10	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	65		
6	6	41/4	41/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	66		
6	6	21/2	21/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	67		
6	6	43/4	43/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	68		
6	6	11	11	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	69		
6	6	45/4	45/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	70		
6	6	23/2	23/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	71		
6	6	47/4	47/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	72		
7	7	12	12	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	73		
7	7	13	13	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	74		
7	7	12	12	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	75	<	
7	7	13	13	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	76		
7	7	12	12	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	77		
7	7	49/4	49/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	78		
7	7	25/2	25/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	79		
7	7	51/4	51/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	80		
7	7	13	13	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	81		
7	7	53/4	53/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	82		
7	7	27/2	27/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	83		
7	7	55/4	55/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	84		
8	8	14	14	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	85	p	
8	8	29/2	29/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	86	<	
8	8	15	15	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	87		
8	8	31/2	31/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	88		
8	8	14	14	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	89		
8	8	57/4	57/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	90		
8	8	29/2	29/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	91		
8	8	59/4	59/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	92		
8	8	15	15	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	93		
8	8	61/4	61/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	94		
8	8	31/2	31/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	95		
8	8	63/4	63/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	96		
9	9	16	16	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	97	p	
9	9	33/2	33/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	98	<	
9	9	17	17	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	99		
9	9	35/2	35/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	100		
9	9	16	16	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	101		
9	9	65/4	65/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	102		
9	9	33/2	33/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	103		
9	9	67/4	67/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	104		
9	9	17	17	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	105		
9	9	69/4	69/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	106		
9	9	35/2	35/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	107		
9	9	71/4	71/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	108		
10	10	18	18	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	109	p	
10	10	19	19	0.875	1/4	1/4	Chord	2/4	1	1	7/32	1/8	7/4	110		
10	10	159/8	159/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	111		
10	10	18	18	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	112		
10	10	73/4	73/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	113		
10	10	37/2	37/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	114		
10	10	75/4	75/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	115		
10	10	19	19	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	116		
10	10	77/4	77/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	117		
10	10	39/2	39/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	118		
10	10	79/4	79/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	119		
11	11	43/2	43/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32	1/16	3/2	120		
11	11	175/8	175/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	121		
11	11	20	20	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	122	<	
11	11	41/2	41/2	1.0	1/8	1/8	Chord	2/4	1	2	1/4	1/4	1	123	[ >	
11	11	43/2	43/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	124	]	
11	11	41/2	41/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	125		
11	11	43/2	43/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	126		
11	11	20	20	0.25	0	0	Chord	2/4	2	2	1/16	1/16	1	127		
11	11	81/4	81/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16	1/16	1	128		
11	11	41/2	41/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16	1/16	1	129		
11	11	83/4	83/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16	1/16	1	130		
11	11	21	21	0.25	1/4	1/4	Chord	2/4	2	2	1/16	1/16	1	131		
11	11	85/4	85/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16	1/16	1	132		
11	11	43/2	43/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16	1/16	1	133		
11	11	87/4	87/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16	1/16	1	134		
12	12	22	22	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	135	<	
12	12	23	23	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	136		
12	12	93/4	93/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	137		
12	12	47/2	47/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32	1/16	3/2	138		
12	12	191/8	191/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	139		
12	12	22	22	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	140		
12	12	89/4	89/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	141		
12	12	45/2	45/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	142		
12	12	91/4	91/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	143		
12	12	23	23	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	144		
12	12	93/4	93/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	145		
12	12	47/2	47/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	146		
12	12	95/4	95/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	147		
13	13	51/2	51/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32	1/16	3/2	148		
13	13	207/8	207/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	149		
13	13	24	24	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	150	p <	
13	13	49/2	49/2	1.0	1/8	1/8	Chord	2/4	1	2	1/4	1/4	1	151	[ >	
13	13	51/2	51/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	152	]	
13	13	49/2	49/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	153		
13	13	51/2	51/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	154		
13	13	24	24	0.25	0	0	Chord	2/4	2	2	1/16	1/16	1	155		
13	13	97/4	97/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16	1/16	1	156		
13	13	49/2	49/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16	1/16	1	157		
13	13	99/4	99/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16	1/16	1	158		
13	13	25	25	0.25	1/4	1/4	Chord	2/4	2	2	1/16	1/16	1	159		
13	13	101/4	101/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16	1/16	1	160		
13	13	51/2	51/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16	1/16	1	161		
13	13	103/4	103/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16	1/16	1	162		
14	14	26	26	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	163		
14	14	53/2	53/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4	1/4	1	164		
14	14	55/2	55/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32	1/16	3/2	165		
14	14	223/8	223/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	166		
14	14	26	26	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	167		
14	14	53/2	53/2	1.0	1/8	1/8	Chord	2/4	1	2	1/4	1/4	1	168	sf	
14	14	55/2	55/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	169		
14	14	26	26	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	170		
14	14	53/2	53/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	171		
14	14	55/2	55/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	172		
14	14	26	26	0.25	0	0	Chord	2/4	2	2	1/16	1/16	1	173		
14	14	105/4	105/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16	1/16	1	174		
14	14	53/2	53/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16	1/16	1	175		
14	14	107/4	107/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16	1/16	1	176		
14	14	27	27	0.25	1/4	1/4	Chord	2/4	2	2	1/16	1/16	1	177		
14	14	109/4	109/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16	1/16	1	178		
14	14	55/2	55/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16	1/16	1	179		
14	14	111/4	111/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16	1/16	1	180		
15	15	28	28	0.375	0	0	Chord	2/4	1	1	3/32	1/16	3/2	181		
15	15	227/8	227/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	182		
15	15	57/2	57/2	0.375	1/8	1/8	Chord	2/4	1	1	3/32	1/16	3/2	183		
15	15	231/8	231/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	184		
15	15	29	29	0.375	1/4	1/4	Chord	2/4	1	1	3/32	1/16	3/2	185		
15	15	235/8	235/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	186		
15	15	59/2	59/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32	1/16	3/2	187		
15	15	239/8	239/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	188		
15	15	28	28	0.25	0	0	Chord	2/4	1	2	1/16	1/16	1	189		
15	15	57/2	57/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	190	sf	
15	15	29	29	0.25	1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	191		
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	192	sf	
15	15	28	28	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	193		
15	15	57/2	57/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	194		
15	15	29	29	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	195		
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	196		
15	15	28	28	0.25	0	0	Chord	2/4	2	2	1/16	1/16	1	197		
15	15	113/4	113/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16	1/16	1	198		
15	15	57/2	57/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16	1/16	1	199		
15	15	115/4	115/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16	1/16	1	200		
15	15	29	29	0.25	1/4	1/4	Chord	2/4	2	2	1/16	1/16	1	201		
15	15	117/4	117/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16	1/16	1	202		
15	15	59/2	59/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16	1/16	1	203		
15	15	119/4	119/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16	1/16	1	204		
16	16	30	30	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	205		
16	16	31	31	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	206		
16	16	30	30	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	207	p	
16	16	30	30	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	208		
16	16	30	30	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	209		
17	17	32	32	1.5	0	0	Chord	2/4	1	1	3/8	1/4	3/2	210		
17	17	67/2	67/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	211		
18	18	34	34	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	212		
18	18	35	35	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	213		
18	18	34	34	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	214		
18	18	137/4	137/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	215		
18	18	69/2	69/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	216		
18	18	139/4	139/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	217		
18	18	35	35	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	218		
18	18	141/4	141/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	219		
18	18	71/2	71/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	220		
18	18	143/4	143/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	221		
19	19	36	36	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	222		
19	19	73/2	73/2	0.375	1/8	1/8	Chord	2/4	1	1	3/32	1/16	3/2	223		
19	19	295/8	295/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	224		
19	19	37	37	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	225		
19	19	75/2	75/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	226	f	
19	19	36	36	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	227		
19	19	145/4	145/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	228		
19	19	73/2	73/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	229		
19	19	147/4	147/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	230		
19	19	37	37	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	231		
19	19	149/4	149/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	232		
19	19	75/2	75/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	233		
19	19	151/4	151/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	234		
20	20	38	38	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	235		
20	20	77/2	77/2	0.375	1/8	1/8	Chord	2/4	1	1	3/32	1/16	3/2	236		
20	20	311/8	311/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	237		
20	20	39	39	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	238		
20	20	79/2	79/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	239	sf	
20	20	38	38	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	240		
20	20	153/4	153/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	241		
20	20	77/2	77/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	242		
20	20	155/4	155/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	243		
20	20	39	39	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	244		
20	20	157/4	157/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	245		
20	20	79/2	79/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	246		
20	20	159/4	159/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	247		
21	21	40	40	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	248	<	
21	21	81/2	81/2	0.375	1/8	1/8	Chord	2/4	1	1	3/32	1/16	3/2	249		
21	21	327/8	327/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	250		
21	21	41	41	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	251		
21	21	83/2	83/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32	1/16	3/2	252		
21	21	335/8	335/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	253		
21	21	40	40	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	254		
21	21	161/4	161/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	255		
21	21	81/2	81/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	256		
21	21	163/4	163/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	257		
21	21	41	41	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	258		
21	21	165/4	165/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	259		
21	21	83/2	83/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	260		
21	21	167/4	167/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	261		
22	22	42	42	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	262	f	
22	22	169/4	169/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	263		
22	22	85/2	85/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	264		
22	22	171/4	171/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	265		
22	22	43	43	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	266		
22	22	173/4	173/4	0.5	5/16	5/16	Chord	2/4	1	1	1/8	1/8	1	267		
22	22	175/4	175/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	268		
22	22	42	42	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	269		
22	22	169/4	169/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	270		
22	22	85/2	85/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	271		
22	22	171/4	171/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	272		
22	22	43	43	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	273		
22	22	173/4	173/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	274		
22	22	87/2	87/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	275		
22	22	175/4	175/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	276		
23	23	44	44	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	277	p	
23	23	45	45	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	278		
23	23	44	44	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	279		
23	23	177/4	177/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	280		
23	23	89/2	89/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	281		
23	23	179/4	179/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	282		
23	23	45	45	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	283		
23	23	181/4	181/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	284		articStaccatoBelow
23	23	91/2	91/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	285		articStaccatoBelow
23	23	183/4	183/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	286		articStaccatoBelow
24	24	46	46	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	287	p	
24	24	47	47	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	288		
24	24	191/4	191/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	289		
24	24	46	46	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	290		
24	24	185/4	185/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	291		
